asignatura	semestre	detalle	tipoBibliografia	copias	id	disponibilidad	carrera	
Problemáticas Psicosociales Complejas	301- semestre 3	Barra, E. (1998). Psicología Social. Concepción, Chile.  Universidad de Concepción.	OBLIGATORIA	NO disponible	0	1	psicologia	
Problemáticas Psicosociales Complejas	301- semestre 4	Cooper, D. (1994). Delincuencia Común en Chile. Santiago, Chile. Ed. LOM.	OBLIGATORIA	DISPONIBLE	1	1	psicologia	
Problemáticas Psicosociales Complejas	301- semestre 5	Fichter, J. (1994). Sociología. Barcelona, España. Ed. Herder.	OBLIGATORIA	DISPONIBLE	1	1	psicologia	
Problemáticas Psicosociales Complejas	301- semestre 6	Montero, M. (1994). Construcción y Crítica de la Psicología Social. Caracas, Venezuela. Ed. Antrophos.	OBLIGATORIA	DISPONIBLE	1	1	psicologia	
Problemáticas Psicosociales Complejas	301- semestre 8	Moulian, T. (2002). Anatomía de Un Mito. Santiago de Chile, Ed. LOM.	OBLIGATORIA	NO disponible	0	1	psicologia	
Problemáticas Psicosociales Complejas	301- semestre 9	Pérez Soto, C. (1996). Sobre la Condición Social de la Psicología. Santiago de Chile, Ed. LOM.	OBLIGATORIA	DISPONIBLE	1	1	psicologia	
Construcción de Pruebas e Instrumentos de Evaluación	302 – semestre 2	KERLINGER. F. (1985). Investigación del comportamiento. New York, Editorian Mc Graw Hill.	OBLIGATORIA	DISPONIBLE	1	1	psicologia	
Construcción de Pruebas e Instrumentos de Evaluación	302 – semestre 2	GUILFORD, J.P. & FRUCHTER, B. Estadística aplicada a la psicología y a la educación. Bogotá. Editorial Mc Graw Hill Latinoamericana S.A.	OBLIGATORIA	DISPONIBLE	8	1	psicologia	
Construcción de Pruebas e Instrumentos de Evaluación	302 – semestre 2	Nunnally, J.C. (1995) Teoría psicométrica. 3.ed. México : McGraw-Hill.	OBLIGATORIA	DISPONIBLE	3	1	psicologia	
Construcción de Pruebas e Instrumentos de Evaluación	302 – semestre 2	Taylor, S. J.; Bogdan, R. (1990). Introducción a los métodos cualitativos de investigación. Buenos Aires: Paidós.	OBLIGATORIA	DISPONIBLE	3	1	psicologia	
Gestión de Personas y Desarrollo Organizacional	302 – semestre 2	Rodríguez, D. (2001). Gestión Organizacional. Ediciones Universidad Católica de Chile, Stgo., Chile	NO INDICA	DISPONIBLE	6	1	psicologia	
Gestión de Personas y Desarrollo Organizacional	302 – semestre 2	Pereda, S. y Berrocal, F. (1999). Gestión de Recursos Humanos por Competencias. Editorial Centro de Estudios Ramón Areces, S.A.,España	NO INDICA	NO disponible	0	1	psicologia	
Gestión de Personas y Desarrollo Organizacional	302 – semestre 2	López - Mejías, F. (2002). Psicología de las Organizaciones. Prentice/ Hall Internacional.	NO INDICA	NO disponible	0	1	psicologia	
Gestión de Personas y Desarrollo Organizacional	302 – semestre 2	De La Plaza, Javiera. (2009). La Inteligencia Asertiva. Aguilar Chilena de Ediciones S.A. Chile.	NO INDICA	DISPONIBLE	1	1	psicologia	
Gestión de Personas y Desarrollo Organizacional	302 – semestre 2	Campbell, Susan. (1997). Del Caos a la Confianza. Paidós. Argentina.	NO INDICA	DISPONIBLE	1	1	psicologia	
Gestión de Personas y Desarrollo Organizacional	302 – semestre 2	Alcover, C., Martínez, D., Rodríguez, F., Domínguez, R. Introducción a la Psicología del Trabajo. McGraw-Hill. España.	NO INDICA	DISPONIBLE	2	1	psicologia	
Construcción y Evaluación de Proyectos.	401 – semestre 1	Ander-Egg, E.; Aguilar Idañez, M.J. (1995). Cómo elaborar un proyecto; Guíapara diseñar proyectos sociales y culturales. Buenos Aires: Lumen.	OBLIGATORIA	DISPONIBLE	3	1	psicologia	
Construcción y Evaluación de Proyectos.	401 – semestre 1	Baca Urbina, G. (2001). Evaluación de Proyectos. Mexico: McGraw-Hill Interamericana.	OBLIGATORIA	DISPONIBLE	2	1	psicologia	
Construcción y Evaluación de Proyectos.	401 – semestre 1	Cerda Gutierrez, H. (1995). Cómo elaborar proyectos; Diseño, ejecución y evaluación de proyectos sociales y educativos. Bogotá: Magisterio.	OBLIGATORIA	DISPONIBLE	2	1	psicologia	
Construcción y Evaluación de Proyectos.	401 – semestre 1	Pereña Brand, J. (1996). Dirección y gestión de proyectos. Madrid: Díaz de Santos.	OBLIGATORIA	DISPONIBLE	1	1	psicologia	
Construcción y Evaluación de Proyectos.	401 – semestre 1	Pérez Serrano, G. (1993). Elaboración de proyectos sociales; Casosprácticos. Madrid: Nancea.	OBLIGATORIA	NO disponible	0	1	psicologia	
Construcción y Evaluación de Proyectos.	401 – semestre 1	Tejada Fernández, J. (2002). Evaluación de Programas. Barcelona: Praxis.	OBLIGATORIA	NO disponible	0	1	psicologia	
Psicología y Cine	401 – semestre 1	Martínez, A. (1997) Cine: Diccionario Espasa. Madrid, España: Espasa Calpe	NO INDICA	DISPONIBLE	1	1	psicologia	
Psicología y Cine	401 – semestre 1	0	NO INDICA	DISPONIBLE	2	1	psicologia	
Ética Profesional	401 – semestre 1	Bauman, Z. (2004). Ética posmoderna. Buenos Aires: Siglo XXI.	OBLIGATORIA	NO disponible	0	1	psicologia	
Ética Profesional	401 – semestre 1	Colegio de Psicólogos de Chile (1999). Código de ética profesional. Santiago, Chile.	OBLIGATORIA	NO disponible	0	1	psicologia	
Ética Profesional	401 – semestre 1	Montero, M. (2004). Introducción a la psicología comunitaria. Buenos Aires: Paidós.	OBLIGATORIA	DISPONIBLE	3	1	psicologia	
Fundamentos de la intervención psicoterapéutica	401-semestre 1	Kleinke, C. (1998). Principios comunes en psicoterapia. España: Editorial Desclée de Brouwer.	OBLIGATORIA	NO disponible	0	1	psicologia	
Optativo I	0	Bohm, E. (2001). Manual Psicodiagnóstico del Rorschach. Morata.	NO INDICA	NO disponible	0	1	psicologia	
Optativo I	0	Ceberio, M. (1996). Fenómenos Especiales . Buenos Aires : Ediciones Culturales Universitarias Argentina.	NO INDICA	NO disponible	0	1	psicologia	
Optativo I	0	Gravenhorst, M. (1996). Los fenómenos especiales en Rorschach. Argentina: JVE Psique.	NO INDICA	NO disponible	0	1	psicologia	
Optativo I	0	Juan Dittborn, S. R. (2010). Estucturas psicóticas , limítrofes y neuróticas de la personalidad en el test de Rorschach. Santiago: Mediterráneo.	NO INDICA	NO disponible	0	1	psicologia	
Optativo I	0	Kacero, E. (2009). Rorschach: Transformaciones entre la imagen y la palabra. Buenos Aires: Lugar Editorial.	NO INDICA	NO disponible	0	1	psicologia	
Optativo I	0	Rorschach, H. (2000). Psicodiagnóstico: Una prueba diagnóstica basada en la percepción. Mexico: Manual Moderno	NO INDICA	NO disponible	0	1	psicologia	
Optativo I	0	Silvia Querol, M. C. (2005). Test de la Persona bajo la lluvia: Adapatación y aplicación. Argentina: Lugar.	NO INDICA	NO disponible	0	1	psicologia	
Optativo I	0	Silvia Querol, S. A. (2008). Evaluación laboral: Test de la persona bajo la lluvia y análisis grafológicodel relato . Buenos Aires: Lugar.	NO INDICA	NO disponible	0	1	psicologia	
Optativo I	0	Weigle, C. (2007). Cómo interpretar el Rorschach: Su articulación con el psicoanálisis. Buenos Aires: Gráfica Printer S.A.	NO INDICA	NO disponible	0	1	psicologia	
Comprensión Oral y Escrita 	0	Fournier, M.C. (2004). Comunicación verbal. México: Thomson.	OBLIGATORIA	5	20870	1	tecnicoConta	
Comprensión Oral y Escrita 	0	• Reyzábal, M. V., & Casanova, M. A. (2001). La comunicación oral y su didáctica. Madrid: La Muralla.	OBLIGATORIA	10	12042	1	tecnicoConta	
Comprensión Oral y Escrita 	0	• Vallés, A. A. (1996). Comprensión lectora 1: Programa de técnicas cognitivas y metacoqnitivos para comprender textos escritos: Educacion Primaria, 1er y 2o. ciclos. Madrid; Escuela Española	OBLIGATORIA	2	11626	1	tecnicoConta	
Comprensión Oral y Escrita 	0	• Verderber, R. F. (1999). Comunicación oral efectiva. México: lnternational Thomson.	OBLIGATORIA	3	22706	1	tecnicoConta	
Matemática Aplicada 	0	Britton, J. R., & Bello, l. (January 01, 1986). Algebra y trigonometría contemporáneas.	OBLIGATORIA	3	8916	1	tecnicoConta	
Matemática Aplicada 	0	• Swokowski, E. W., & Trigueros, M. (1989). Álgebra y trigonometría con geometría analítica. México: Grupo Edit. lberoamérica.	OBLIGATORIA	11	2567- 21109	1	tecnicoConta	
Matemática Aplicada 	0	Miller, C. D., Heeren, V. E., & Hornsby, E. J. (2006). Matemáticas: Razonamiento y aplicaciones. México: Pearson.	COMPLEMENTARIA	2	22704	1	tecnicoConta	
Gestión de La Informática 	0	jelen, B. (2010). Excel Macros y VBA. Madrid: Anaya Multimedia.	OBLIGATORIA	1	22931	1	tecnicoConta	
Gestión de La Informática 	0	• Menchén, P. A. (2009). Tablas dinámicas en Excel 2007. México: Alfaomega.	OBLIGATORIA	3	22925	1	tecnicoConta	
Gestión de La Informática 	0	• Hawley, D., & Hawley, R. (2004). Excel: Los mejores trucos. Madrid: Anaya Multimedia.	OBLIGATORIA	1	20743	1	tecnicoConta	
Gestión de La Informática 	0	• Virginia Caccuri (2009). 101 secretos de Excel: la mejor guía de trucos y consejos. Argentina: Grami.	OBLIGATORIA	2	22697	1	tecnicoConta	
Gestión de La Informática 	0	• Frye, C., & Scott, P. P. (2007). Microsoft O/fice Excel 2003 paso a paso. Madrid.	OBLIGATORIA	3	19430	1	tecnicoConta	
Gestión de La Informática 	0	• Online Training Solutions, lnc. (2004). Microsoft O/fice Word 2003 paso a paso. Madrid: McGraw-Hill, lnteramericana de España.	OBLIGATORIA	3	22688	1	tecnicoConta	
Gestión de La Informática 	0	Luque, C. M. J. (2001). Microsoft PowerPoint 2002: O/fice XP. Madrid: Anaya Multimedia. 	COMPLEMENTARIA	5	21010	1	tecnicoConta	
Gestión de Contabilidad I	0	Charles T. Horngren, Walter Harrison Jr. y M. Suzanne Oliver (201 O) .Contabilidad, México: Pearson	OBLIGATORIA	23	69 - 22200 -  24722	1	tecnicoConta	
Gestión de Contabilidad I	0	Julio Bosch Bousquet, Luis Vargas Valdivia (1991 ). Contabilidad. Santiago, Chile: Coopecultura, 1991	OBLIGATORIA	10	54	1	tecnicoConta	
Legislación Empresarial I 	0	• Vicente Salort S., (2018), Código Tributario ed. Premium 2018	OBLIGATORIA	1	28085	1	tecnicoConta	
Legislación Empresarial I 	0	• José Fajardo Castro, (2018), Impuesto a la Renta 2019	OBLIGATORIA	2	28351	1	tecnicoConta	
Legislación Empresarial I 	0	• Fernando Torres Cárdenas, (2013), Manual de Consultas IFRS Implementación NIIF para PYMES	OBLIGATORIA	2	28125	1	tecnicoConta	
Introducción a la Administración 	0	Koontz, H., & Weihrich, H. (2007). Elementos de adminlstracion: Un enfoque internacional. México: McGraw-Hill.	OBLIGATORIA	10	27178	1	tecnicoConta	
Introducción a la Administración 	0	• Chiavenato, l., Mascaro, S. P., & In Mares, C. J. (2014). lntroducción a la teorla general de la administracicín. México: McGraw-Hill lnteramericana Editores.	OBLIGATORIA	10	2828 - 24557 - 26091	1	tecnicoConta	
Introducción a la Administración 	0	• Jones, G. R., George, J. M., & ProQuest. (201 O). Administracion contemporánea (6a. ed ). Distrito Federal: McGraw-Hill lnteramericana.24714	OBLIGATORIA	5	24714	1	tecnicoConta	
Introducción a la Administración 	0	• Robbins, S. P., & Coulter, M. (2006). Administración. México: Pearson.	OBLIGATORIA	11	10709 - 18926 -27470	1	tecnicoConta	
Introducción a la Administración 	0	• Bateman, T. S., Snell, S. A., Sanchez, S. G. A., Nava, L. L. C., Paterna, P. M., Lavigne, M. A., & In Mares, C. J. (2009). Administracicín: Liderazgo y colaboracion en un mundo competitivo. México: McGraw Hill/lnteramericana Editores.	COMPLEMENTARIA	1	24721	1	tecnicoConta	
Introducción a la Administración 	0	• Chiavenato, l. (2002). Administración; Teoría, proceso y práctica. Bogotá: McGraw-Hill. 	COMPLEMENTARIA	3	22677	1	tecnicoConta	
Taller 1: Desarrollo de Habilidades en la Empresa 	0	Abarca, N. (2004). Inteligencia emocional en el liderazgo. Santiago de Chile: Aguilar Chilena de Ediciones.	OBLIGATORIA	3	23988	1	tecnicoConta	
Taller 1: Desarrollo de Habilidades en la Empresa 	0	Constante López, [et al.] (2006), Ética actual y profesional : lecturas para la convivencia global en el siglo XXI.México: Thomson.	OBLIGATORIA	2	22779	1	tecnicoConta	
Taller 1: Desarrollo de Habilidades en la Empresa 	0	• Frederick, Robert E; Carril Villareal, M; González Martínez, J.L; (2001 ). La ética en los negocios: aplicación a problemas específicos en las organizaciones de negocios. México: Oxford University Press Mexico.	OBLIGATORIA	2	22780	1	tecnicoConta	
Taller 1: Desarrollo de Habilidades en la Empresa 	0	• Mosley, D. C., Megginson, L. C., & Pietri, P. H. (2005). Supervisión: La práctica del emoowermeni, desarrollo de equipos de trabajo. México: Thomson/South-West	OBLIGATORIA	2	22716	1	tecnicoConta	
Taller 1: Desarrollo de Habilidades en la Empresa 	0	• Núñez, O. R. (2009). Negociación, mediación, y conciliación: Como métodos alternativos de solución de controversias. Santiago de Chile: Ediciónes Jurídicas de Santiago.	OBLIGATORIA	1	23099	1	tecnicoConta	
Taller 1: Desarrollo de Habilidades en la Empresa 	0	Podcast Audio. Conferencia Jacobo Muñoz. ¿Vivimos en una sociedad post-moral?. Fundación Juan March. 2011 (Exposición sobre la ausencia de estructura moral dominante en la sociedad actual y la convivencia de multitud de morales no dominantes). 	COMPLEMENTARIA	0	0	0	tecnicoConta	
Inglés I 	0	Hill, H. (2016). Diccionario Cambridge Pocket (10ª ed.). Cambridge, United Kingdom: Cambridge University Press. 	COMPLEMENTARIA	1	11275	1	tecnicoConta	
Inglés I 	0	• Marks, J. (2007). English Pronunciation in Use Elementary. Cambridge University Press.	COMPLEMENTARIA	2	28421	1	tecnicoConta	
Inglés I 	0	• McCarthy, M., McCarten, J., & Sandiford, H. (2014). Touchstone 1 (2nd ed.). Cambridge University Press.	COMPLEMENTARIA	1	28297	1	tecnicoConta	
Inglés I 	0	Murphy, R. (2015). English Grammar in Use Elementary. Cambridge University Press.	COMPLEMENTARIA	22	26240-10050-18172	1	tecnicoConta	
Inglés I 	0	• Wilson, K. (2016). Smart Choice 1 (3rd ed.). Oxford University Press.	COMPLEMENTARIA	3	27243	1	tecnicoConta	
Inglés I 	0	• Wilson, K., & Healy, T. (2016). Smart Choice Starter (3rd ed.). Oxford University Press. y prácticas. Editorial Visión Libros.	COMPLEMENTARIA	3	27242	1	tecnicoConta	
Gestión de Contabilidad II 	0	Charles T. Horngren, Walter Harrison Jr. y M. Suzanne Oliver (201 O). Contabilidad, México: Pearson	OBLIGATORIA	23	69 - 22200 - 24722	1	tecnicoConta	
Gestión de Contabilidad II 	0	• Julio Bosch Bousquet, Luis Vargas Valdivia (1991 ). Contabilidad. Santiago, Chile: Coopecultura, 1991	OBLIGATORIA	10	54	1	tecnicoConta	
Gestión de Contabilidad II 	0	• Humberto Varas C., (2018), Fundamentos de la Contabilidad de Costos NICS	OBLIGATORIA	2	28132	1	tecnicoConta	
Gestión de Contabilidad II 	0	• Fernando Torres Cárdenas, (2013), Manual de Consultas IFRS Implementación NIIF para PYMES	OBLIGATORIA	2	28125	1	tecnicoConta	
Administración y Gestión en la Empresa 	0	Koontz, H., & Weihrich, H. (2007). Elementos de edministrecion: Un enfoque internacional. México: McGraw-Hill.	OBLIGATORIA	10	27178	1	tecnicoConta	
Administración y Gestión en la Empresa 	0	• Chiavenato, l., Mascaro, S. P., & In Mares, C. J. (2014). lntroduccion a la teoría general de la edministtecion. México: McGraw-Hill lnteramericana Editores.	OBLIGATORIA	10	2828-24557-26091	1	tecnicoConta	
Administración y Gestión en la Empresa 	0	• Hill. Chiavenato, l. (2004). lntroducción a teoria general de la  administración. Rio de Janeiro: Elsevier.	OBLIGATORIA	10	2828 - 24557 - 26091	1	tecnicoConta	
Administración y Gestión en la Empresa 	0	• Janes, G. R., George, J. M., & ProQuest. (2010). Administracion contemporanea  (6a. ed.). Distrito Federal: McGraw-Hill lnteramericana.	OBLIGATORIA	5	24714	1	tecnicoConta	
Administración y Gestión en la Empresa 	0	• Robbins, S. P., & Coulter, M. (2006). Aoministrecion. México: Pearson.	OBLIGATORIA	11	10709 - 18926 -27470	1	tecnicoConta	
Administración y Gestión en la Empresa 	0	Chiavenato, l., Sapiro,_ A., & Mascaro, S. P. (2011 ). Pleneecion estratégica: Fundamentos y aplicaciones. México: McGraw-Hill/lnteramericana Editores.	COMPLEMENTARIA	1	24717	1	tecnicoConta	
Administración y Gestión en la Empresa 	0	• Chiavenato, l., Guzmán, B. M. P., & Mascaró, S. P. (2009). Comportamiento organizacional: La dinamica del  del éxito en las organizaciones. México: McGraw	COMPLEMENTARIA	11	24715-21225-28645	1	tecnicoConta	
Administración y Gestión en la Empresa 	0	• Chiavenato, l. (2002). Admintstrecin; Teore; proceso y prctice. Bogot': McGraw-Hill	COMPLEMENTARIA	3	22677	1	tecnicoConta	
Gestión Financiera 	0	Brigham, E., & Houston, J. (2001 ). Fundamentos de administración financiera. México: Continental.	OBLIGATORIA	4	21209	1	tecnicoConta	
Gestión Financiera 	0	• Besley, S., & Brigham, E. (2001). Fundamentos de administración financiera. México: McGraw-Hill.	OBLIGATORIA	1	23697	1	tecnicoConta	
Gestión Financiera 	0	• Van Horne, J. (1997). Administración Financiera. México: PEARSON.	OBLIGATORIA	3	10874 - 2180	1	tecnicoConta	
Gestión Financiera 	0	Torres Gabriel (2001 ). Estados Financieros. Chile: Cono Sur. 	COMPLEMENTARIA	4	560- 17683- 23756	1	tecnicoConta	
Legislación Empresarial II	0	• Vicente Salort S., (2018), Código Tributario ed. Premium 2018	OBLIGATORIA	1	28085	1	tecnicoConta	
Legislación Empresarial II	0	• José Fajardo Castro, (2018), Impuesto a la Renta 2019	OBLIGATORIA	2	28351	1	tecnicoConta	
Legislación Empresarial II	0	• Fernando Torres Cárdenas, (2013), Manual de Consultas IFRS Implementación NIIF para PYMES	OBLIGATORIA	2	28125	1	tecnicoConta	
Taller II Herramientas Web'S Contable, Tributario y Laboral 	0	Jelen, B. (201 O). Exce/ Macros y VBA. Madrid: Anaya Multimedia.	NO INDICA	1	22931	1	tecnicoConta	
Taller II Herramientas Web'S Contable, Tributario y Laboral 	0	• Menchen, P. A. (2009). Tablas tilnemices en Exce/ 2007. México: Alfaomega.	NO INDICA	3	22925	1	tecnicoConta	
Taller II Herramientas Web'S Contable, Tributario y Laboral 	0	• Hawley, D., & Hawley, R. (2004). Excel: Los mejores trucos. Madrid: Anaya Multimedia.	NO INDICA	1	20743	1	tecnicoConta	
Taller II Herramientas Web'S Contable, Tributario y Laboral 	0	• Virginia Caccuri (2009). 101 secretos de Excel: la mejor guía de trucos y consejos. Argentina: Grami.	NO INDICA	2	22697	1	tecnicoConta	
Taller II Herramientas Web'S Contable, Tributario y Laboral 	0	• Frye, C., & Scott, P. P. (2007). Microsoft Office Excel 2003 paso a paso. Madrid.	NO INDICA	3	19430	1	tecnicoConta	
Taller II Herramientas Web'S Contable, Tributario y Laboral 	0	• Online Training Solutions, lnc. (2004). Microsoft Office Word 2003 paso a paso. Madrid: McGraw-Hill, lnteramericana de España.	NO INDICA	3	22688	1	tecnicoConta	
Inglés II 	0	• Hill, H. (2016). Diccionario Cambridge Pocket (10ª ed.). Cambridge, United Kingdom: Cambridge University Press.	COMPLEMENTARIA	20	28320	1	tecnicoConta	
Inglés II 	0	• Marks, J. (2007). English Pronunciation in Use Elementary. Cambridge University Press.	COMPLEMENTARIA	2	28421	1	tecnicoConta	
Inglés II 	0	• McCarthy, M., McCarten, J., & Sandiford, H. (2014). Touchstone 1 (2nd ed.). Cambridge University Press.	COMPLEMENTARIA	1	28297	1	tecnicoConta	
Inglés II 	0	• Murphy, R. (2015). English Grammar in Use Elementary. Cambridge University Press.	COMPLEMENTARIA	22	26240-10050-18172	1	tecnicoConta	
Inglés II 	0	• Wilson, K. (2016). Smart Choice 1 (3rd ed.). Oxford University Press.	COMPLEMENTARIA	3	27243	1	tecnicoConta	
Inglés II 	0	• Wilson, K., & Healy, T. (2016). Smart Choice Starter (3rd ed.). Oxford University Press.	COMPLEMENTARIA	3	27242	1	tecnicoConta	
Control De Gestión 	0	• Vicente Salort S., (2018), Código Tributario ed. Premium 2018 2018	OBLIGATORIA	1	28085	1	tecnicoConta	
Control De Gestión 	0	• Humberto Varas C., (2018). Fundamentos de la Contabilidad de Costos	OBLIGATORIA	2	28132	1	tecnicoConta	
Control De Gestión 	0	Fernando Torres Cárdenas, (2013), Manual de Consultas IFRS Implementación NIIF para PYMES	COMPLEMENTARIA	2	28125	1	tecnicoConta	
Control De Gestión 	0	• Matilde Pacheco Cañete, (2000); Régimen legal de la auditoría de cuentas y responsabilidad de los auditores; Consejo Económico y Social	COMPLEMENTARIA	1	18591	1	tecnicoConta	
Control De Gestión 	0	• Instituto Mexicano de Contadores Públicos; (1996); Normas y Procedimientos de Auditoria	COMPLEMENTARIA	1	11327	1	tecnicoConta	
Control De Gestión 	0	Arthur W. Holmes [y] Wayne S. Overmyer; (1997); Principios Básicos de Auditoría; McGraw-Hill lnteramericana	COMPLEMENTARIA	1	11326	1	tecnicoConta	
Control De Gestión 	0	• Gustavo Cepeda Alonso; (1997); Auditoría y control interno; McGraw-Hill lnteramericana	COMPLEMENTARIA	1	10847	1	tecnicoConta	
Formulación y Evaluación de Proyectos 	0	Sapag, N. (2011 ). Proyectos de inversión: Formulación y evaluación. Chile: PEARSON.	OBLIGATORIA	4	24740	1	tecnicoConta	
Formulación y Evaluación de Proyectos 	0	• Sapag, N. (2003). Preparación y Evaluación de Proyectos. Chile: McGraw-Hill lnteramericana.	OBLIGATORIA	35	582 - 18663 - 13472 - 27130 - 757	1	tecnicoConta	
Formulación y Evaluación de Proyectos 	0	• Ocampo, S. J. E. (2007). Costos y eveluecion de proyectos.	COMPLEMENTARIA	5	22159	1	tecnicoConta	
Formulación y Evaluación de Proyectos 	0	• Baca, G. (2006). Evaluación de proyectos. México: McGraw-Hill.	COMPLEMENTARIA	4	2808-22553	1	tecnicoConta	
Taller III Tributario y Contable	0	• Vicente Salort S, (2018), Código Tributario ed. Premium 2018 2018	NO INDICA	1	28085	1	tecnicoConta	
Taller III Tributario y Contable	0	• Humberto Varas C .. (2018), Fundamentos de la Contabilidad de Costos	NO INDICA	2	28132	1	tecnicoConta	
Taller III Tributario y Contable	0	• Fernando Torres Cárdenas, (2013), Manual de Consultas IFRS Implementación NIIF para PYMES	NO INDICA	2	28125	1	tecnicoConta	
Proyecto de Titulación 	0	• M uñoz, R. C. (201 1 ). Cómo elaborar y asesorar una investigación de tesis (2a. ed.). Naucalpan de Juárez: Pearson Educación.	OBLIGATORIA	6	18904-24839	1	tecnicoConta	
Proyecto de Titulación 	0	• Ñaupas, P. H., Yaldivia, D.M. R., Palacios, Y. J. J., & Romero, D. H. E. (2018). Metodología de la investigación: Cuantitativa-cualitativa y redacción de la tesis.	COMPLEMENTARIA	9	27861	1	tecnicoConta	
Proyecto de Titulación 	0	• Hernández, S. R., & Fernández, C. C. B. L. M. P. (January O 1, 201 O). Metodología de la investigación.	COMPLEMENTARIA	37	5098-22516-25115-25859-28759	1	tecnicoConta	
Practica Laboral 	0	Barbera, E. (2008). El estilo e-portafolio. Barcelona: UOC.	OBLIGATORIA	1	25975	1	tecnicoConta	
Practica Laboral 	0	Klenowski, V. (2014). Desarrollo de portafolios para el aprendizaje y la evaluación.Madrid: Narcea Edición.	OBLIGATORIA	1	22639	1	tecnicoConta	
Practica Laboral 	0	Valles, M. M. S. (2009). Técnicas cualitativae investigación social: Reflexión metodológica y práctica profesional. Madrid: Síntesis.	COMPLEMENTARIA	8	14923	1	tecnicoConta	
Practica Laboral 	0	Adler, R. 8., Elrnhorst, J. M., Mascaró, S. P., & González, P. J. R. (2005). Comunicación organizacional: Principios y prácticas para negocios y profesiones. México: McGraw-Hill.	COMPLEMENTARIA	3	20977	1	tecnicoConta	
Practica Laboral 	0	Barbera, E. (2008). El estilo e-portafolio. Barcelona: UOC.	OBLIGATORIA	1	25975	1	tecnicoConta	
Practica Laboral 	0	Klenowski, V. (2014). Desarrollo de portafolios para el aprendizaje y la evaluación.Madrid: Narcea Edición.	OBLIGATORIA	1	22639	1	tecnicoConta	
Practica Laboral 	0	Valles, M. M. S. (2009). Técnicas cualitativae investigación social: Reflexión metodológica y práctica profesional. Madrid: Síntesis.	COMPLEMENTARIA	8	14923	1	tecnicoConta	
Practica Laboral 	0	Adler, R. 8., Elrnhorst, J. M., Mascaró, S. P., & González, P. J. R. (2005). Comunicación organizacional: Principios y prácticas para negocios y profesiones. México: McGraw-Hill.	COMPLEMENTARIA	3	20977	1	tecnicoConta	
Comprensión Oral y Escrita	110	Fournier, M. C. (2004). Comunicación verbal. México: Thomson.	Obligatoria	5	20870	0	tecnicoMecanica	
Comprensión Oral y Escrita	110	Reyzábal, M. V., & Casanova, M. A. (2001). La comunicación oral y su didáctica. Madrid: La Muralla.	Obligatoria	10	12042	0	tecnicoMecanica	
Comprensión Oral y Escrita	110	Vallés, A. A. (1996). Comprensión lectora 1: Programa de técnicas cognitivas y metacognitivas para comprender textos escritos : Educación Primaria, 1er y 2o. ciclos. Madrid: Escuela Española.	Obligatoria	2	11626	0	tecnicoMecanica	
Comprensión Oral y Escrita	110	Verderber, R. F. (1999). Comunicación oral efectiva. México: International Thomson.	Obligatoria	3	22706	0	tecnicoMecanica	
Matemática Aplicada	110	Britton, J. R., & Bello, I. (January 01, 1986). Álgebra y trigonometría contemporáneas.	Obligatoria	3	8916	0	tecnicoMecanica	
Matemática Aplicada	110	Swokowski, E. W., & Trigueros, M. (1989). Álgebra y trigonometría con geometría analítica. México: Grupo Edit. Iberoamérica.	Obligatoria	8	2567	0	tecnicoMecanica	
Matemática Aplicada	110	Miller, C. D., Heeren, V. E., & Hornsby, E. J. (2006). Matemáticas: Razonamiento y aplicaciones. México: Pearson.	Complementaria	2	22704	0	tecnicoMecanica	
Gestión de la Informática	110	Jelen, B. (2010). Excel Macros y VBA. Madrid: Anaya Multimedia.	Obligatoria	1	22931	0	tecnicoMecanica	
Gestión de la Informática	110	Menchén, P. A. (2009). Tablas dinámicas en Excel 2007. México: Alfaomega.	Obligatoria	3	22925	0	tecnicoMecanica	
Gestión de la Informática	110	Hawley, D., & Hawley, R. (2004). Excel: Los mejores trucos. Madrid: Anaya Multimedia.	Obligatoria	1	20743	0	tecnicoMecanica	
Gestión de la Informática	110	Virginia Caccuri (2009). 101 secretos de Excel: la mejor guía de trucos y consejos. Argentina: Grami.	Obligatoria	2	22697	0	tecnicoMecanica	
Gestión de la Informática	110	Frye, C., & Scott, P. P. (2007). Microsoft Office Excel 2003 paso a paso. Madrid.	Obligatoria	3	19430	0	tecnicoMecanica	
Gestión de la Informática	110	Online Training Solutions, Inc. (2004). Microsoft Office Word 2003 paso a paso. Madrid: McGraw-Hill, Interamericana de España.	Obligatoria	3	22688	0	tecnicoMecanica	
Gestión de la Informática	110	Luque, C. M. J. (2001). Microsoft PowerPoint 2002: Office XP. Madrid: Anaya Multimedia.	Complementaria	5	21010	0	tecnicoMecanica	
Tecnología Mecánica y Elementos de Máquina	110	Robert L. Mott; trad. Arturo Córdova Just. (1995). Diseño de elementos de máquinas. México: Prentice Hall Hispanoamericana.	No indica	3	10788	0	tecnicoMecanica	
Tecnología Mecánica y Elementos de Máquina	110	Ferrer Giménez Carlos, Amigó Borras, Vicente. (2005). Tecnología de materiales. Valencia: Universidad Politécnica de Valencia.	No indica	4	22661	10	tecnicoMecanica	
Tecnología Mecánica y Elementos de Máquina	110	R. L. Timings; trad. Naves Ruiz, Juan. (2001). Tecnología de la fabricación. México: Alfaomega.	No indica	18	22757	0	tecnicoMecanica	
