PLANILLA DE NECESIDADES BIBLIOGRAFICAS 2022						
						
		Tapia, J. (2008) Neonatología.(3ed), Santiago de Chile. Editorial Mediterráneo.	OBLIGATORIA	8	27859	
		Hernández- Aguado, I y otros. (2005). Manual de Epidemiología y Salud Pública. Primera Edición. Editorial Médica Panamericana.	OBLIGATORIA	18	25205	
		Martínez Hernández, J. Nociones de Salud Pública. Edit. Ediciones Díaz de Santos. 2006	OBLIGATORIA	0	0	
		Schwarcz, R., Fescina, R.,Duverges,C. (2005) Obstetricia (6ª Edición).Argentina: El Ateneo.	COMPLEMENTARIA	4	25207	
INTERNADO INTRAHOSPITALARIO	501	Pérez Sánchez, A. (2011) Obstetricia (4ª Edición).Chile: Mediterráneo	OBLIGATORIA	22	25229	
		Schwarcz, R., Fescina, R.,Duverges,C. (2005) Obstetricia (6ª Edición).Argentina: El Ateneo.	OBLIGATORIA	4	25207	
		Manual de cuidados Neonatales. John P. Cloherty, Ann R. Stark 3º Edición. Editorial Masson. Año 2000.	OBLIGATORIA	3	25214	
		Tapia, J. (2008) Neonatología. (3 ed). Editorial Mediterráneo.	OBLIGATORIA	8	27859	
INTERNADO INTEGRAL	502	Pérez Sánchez, A. (2011) Obstetricia (4ª Edición).Chile: Mediterráneo	OBLIGATORIA	22	25229	
		Oyarzún Enrique. (1997). Alto Riesgo Obstétrico. Santiago de Chile: Editorial UC.	OBLIGATORIA	16	25173	
		Tapia J. Ventura-Junca. (2000). Neonatología. Santiago de Chile: Editorial Mediterráneo.	OBLIGATORIA	8	27859	
