973						
						
CARRERA: Licenciatura en Educación y Pedagogía en Educación General Básica						
						
						
ASIGNATURA	SEMESTRE	DETALLE DE BIBLIOGRAFÍA 	TIPO DE BIBLIOGRAFIA	CANTIDAD DE ESTUDIANTES POR ASIGNATURA	COPIAS EN BIBLIOTECA	NRO. BIBLIOTECA 
Taller de Desarrollo Personal y Profesional I	Tercer Semestre	Novara, D., & Passerini, E. (2005). Educación socioafectiva: 150 actividades para conocerse, comunicarse y aprender de los conflictos (Vol. 7). Narcea Ediciones.	OBLIGATORIA	30	1	22635
Taller de Desarrollo Personal y Profesional I	Tercer Semestre	Goleman, D. (1996). La inteligencia emocional. Buenos Aires: Javier Vergara Editor. Locke, EA (1984). Job satisfaction. Social Psychology and Organizational Behavior, 93-117.	OBLIGATORIA	30	4	9007-21107
Taller de Desarrollo Personal y Profesional I	Tercer Semestre	Segal, J. (1998). Su inteligencia emocional: Aprenda a incrementarla y a usarla. Barcelona: Grijalbo.	OBLIGATORIA	30	1	9967
Taller de Desarrollo Personal y Profesional I	Tercer Semestre	Rulicki, S., & Cherny, M. (2012). CNV comunicación no-verbal: cómo la inteligencia emocional se expresa a tráves de los gestos. Ediciones Granica SA.	OBLIGATORIA	30	3	22758
Taller de Desarrollo Personal y Profesional I	Tercer Semestre	Steiner, V. y Perry, R. (1998). La educación emocional. Buenos Aires: Javier Vergara Editor. 	OBLIGATORIA	30	1	11153
Taller de Desarrollo Personal y Profesional I	Tercer Semestre	Stevens, J. O. (1971). El darse cuenta: sentir, imaginar, vivenciar: ejercicios y experimentos en terapia gestáltica. In El darse cuenta: sentir, imaginar, vivenciar: ejercicios y experimentos en terapia gestáltica (pp. 335-p).	OBLIGATORIA	30	3	8967-25111
Práctica II - ABP	Tercer semestre	Bloom, Benjamín S. (1974) Taxonomía de los objetivos de la educación: la clasificación de las metas educacionales. El Ateneo. Buenos Aires.	OBLIGATORIA	30	5	1288
Práctica II - ABP	Tercer semestre	Da Costa Leiva, Miguel. (1998) Introducción a la ética profesional. Universidad de Concepción. Chile.	OBLIGATORIA	30	1	13990
Práctica II - ABP	Tercer semestre	Gairín Sallán, Joaquín (1996) La organización escolar: Contexto y texto de actuación. La Muralla. Madrid	OBLIGATORIA	30	1	11177
Práctica II - ABP	Tercer semestre	García Requena, Filomena. (1997) Organización escolar y gestión de centros educativos / Filomena García Requena. Aljibe. Málaga	OBLIGATORIA	30	1	11663
Práctica II - ABP	Tercer semestre	Iglesias Díaz, Juan (1993) Didáctica de la enseñanza globalizada. Universidad Austral. Facultad de Filosofía y Humanidades. Chile.	OBLIGATORIA	30	1	3318
Práctica II - ABP	Tercer semestre	Juidias Barroso, Jerónimo (1993) El rol docente: un enfoque psicosocial. Muñoz Moya y Montraveta editores de Colombia Ltda., Sevilla	OBLIGATORIA	30	1	2835
Elec.III. Taller de Guitarra Funcional II.	Tercer semestre	De La Vega, Alejandro. Método elemental de guitarra : Las canciones más populares en América Latina. México. Grijalbo. 1a. ed, 1997.	NO INDICA		1	11168
Elec.III. Taller de Guitarra Funcional II.	Tercer semestre	Rodríguez M., Eugenia, Kaliski K., Enrique. Método de guitarra chilena. Santiago, Chile. Universitaria, 1996	NO INDICA		6	11207
Elec.III. Taller de Guitarra Funcional II.	Tercer semestre	Puccio, Alicia. Aprenda a tocar guitarra con las hermosas canciones de hoy y siempre. Santiago, Chile. Zig-Zag, 1989	NO INDICA		1	4481
Orientación Educacional y Convivencia Escolar	Cuarto Semestre	Ruz, J. (2003). Convivencia escolar y de calidad de educación. Chile. Ministerio de Educación.	OBLIGATORIA	30	4	18517
Orientación Educacional y Convivencia Escolar	Cuarto Semestre	Gutierrez, F. (1993). Orientación y Desarrollo Afectivo. Chile. Coprim.	OBLIGATORIA	30	2	2135
Orientación Educacional y Convivencia Escolar	Cuarto Semestre	Suarez, M. (1998). Familia y Valores: Escuela para padres, la hora del encuentro. Bogota. Editorial magisterio.	OBLIGATORIA	30	4	22613
Didáctica de la Matemática II	Cuarto Semestre	Cofré,A.,&Tapia, L.(1988).Cómo desarrollar el pensamiento lógico matemático. Santiago Chile: Universitaria	OBLIGATORIA	30	1	11252
Didáctica de la Matemática II	Cuarto Semestre	Contreras, L.,Carrillo,J. (2016). Didáctica de la Matemática en Educación Primaria. Madrid: Paraninfo.	OBLIGATORIA	30	3	25976
Didáctica de la Matemática II	Cuarto Semestre	Chamorro M. (2005). Didáctica de la Matemática para Primaria. Madrid: Pearson	OBLIGATORIA	30	3	22504
Didáctica de la Matemática II	Cuarto Semestre	Rico, L., Segovia, I.. (2011). Matemáticas para maestros de Educación Primaria. Madrid: Pirámides.	OBLIGATORIA	30	3	25987
Didáctica de la Matemática II	Cuarto Semestre	Lerner, D. et al (2011). El lugar de los problemas en la clase de Matemática. Buenos Aires: Novedades Educativas.	COMPLEMENTARIA	30	3	25925
Didáctica de la Matemática II	Cuarto Semestre	Araneda, A., E. Chandía y M. Sorto (2014). Datos y Azar. ReFIP Matemática. Recursos para la Formación Inicial de Profesores de Educación Básica. Santiago de Chile: Ediciones SM.	COMPLEMENTARIA	30	5	26130
Didáctica de la Matemática II	Cuarto Semestre	Martínez, S.,Varas, M. (2013). Álgebra. ReFIP Matemática. Recursos para la Formación Inicial de Profesores de Educación Básica. Santiago: Ediciones SM.	COMPLEMENTARIA	30	5	26129
Ciencias Naturales I	Cuarto Semestre	Cultural S.A. (1998). Botánica--Atlas. Barcelona: Cultural.	OBLIGATORIA	30	0	
Ciencias Naturales I	Cuarto Semestre	Billings, W. (1970). Las plantas y el ecosistema. México: Herrero hermanos sucesores	OBLIGATORIA	30	1	10697
Ciencias Naturales I	Cuarto Semestre	Weisz, P. (1972).Tratado de botánica. México: compañía editorial continental	OBLIGATORIA	30	4	1009
Ciencias Naturales I	Cuarto Semestre	VILLE, C. A. (1996). Biología. 8º edición. México: McGraw Hill Iberoamericana	OBLIGATORIA	30	8	11145
Ciencias Naturales I	Cuarto Semestre	Vila, L. (2006). Ecojuegos: Actividades recreativas y educativas con la ecología. Buenos Aires: Bonum	OBLIGATORIA	30	2	24549
Ciencias Naturales I	Cuarto Semestre	Hernández-Sampieri, R., Mendoza, C. (2018). Metodología de la Investigación, las rutas cuantitativa, cualitativa y mixta. McGraw-Hill, Interamericana Editores, S.A. México.	COMPLEMENTARIA	30	18	5098-22516-25115-25859-28759
Ciencias Naturales I	Cuarto Semestre	CURTIS, H. Y BARNES, N. S. (1996). Invitación a la biología. 5º edición. Madrid: Editorial médica Panamericana	COMPLEMENTARIA	30	0	
Ciencias Naturales I	Cuarto Semestre	KIMBAL. J. W. (1986). Biología. 4º edición. Buenos Aires: Addison-Wesley Iberoamericana	COMPLEMENTARIA	30	5	2667
Ciencias Naturales I	Cuarto Semestre	SOLOMON, E. P., BERG, L. R. y VILLE, C. (1997). Biología. 4º edición. México: McGraw Hill Iberoamericana	COMPLEMENTARIA	30	1	18633
Ciencias Naturales I	Cuarto Semestre	Squeo,F., Osorio, R., Arancio, G. (1994). Flora de los Ángeles de Coquimbo: cordillera de dona Ana. La Serena: Ediciones Universidad de la Serena	COMPLEMENTARIA	30	2	2589
Taller Portafolio II	Cuarto Semestre	Gallego, R. (1998) Discurso constructivista sobre las tecnologías. Cooperativa Editorial Magisterio Bogotá.	OBLIGATORIA	30	1	20957-12519
Taller Portafolio II	Cuarto Semestre	Tobon, S. (2006) Competencias en la educación superior : Políticas hacia la calidad, Ecoe Ediciones  Bogotá	OBLIGATORIA	30	1	23821
Taller Portafolio II	Cuarto Semestre	Antunes, C. (2006) Cómo desarrollar las competencias en clase. Editorial Sb, reimp. Argentina	OBLIGATORIA	30	1	21636
Taller Portafolio II	Cuarto Semestre	García, Ana & otros (2007) Aprendizaje basado en competencias : una propuesta para la evaluación de las competencias Ediciones Mensajero : Universidad de Deusto, Bilbao	COMPLEMENTARIA	30	1	20869
Práctica III - ABP	Cuarto Semestre	Bloom, Benjamín S. (1974) Taxonomía de los objetivos de la educación: la clasificación de las metas educacionales. El Ateneo. Buenos Aires.	OBLIGATORIA	35	5	1288
Práctica III - ABP	Cuarto Semestre	Da Costa Leiva, Miguel. (1998) Introducción a la ética profesional. Universidad de Concepción. Chile.	OBLIGATORIA	35	1	13990
Práctica III - ABP	Cuarto Semestre	Cebrián de la Serna, Manuel. (2005) Tecnologías de la información y comunicación para la formación de docentes. Pirámide. Madrid.	OBLIGATORIA	35	1	21351
Práctica III - ABP	Cuarto Semestre	Gairín Sallán, Joaquín (1996) La organización escolar: Contexto y texto de actuación. La Muralla. Madrid.	OBLIGATORIA	35	1	11177
Práctica III - ABP	Cuarto Semestre	García Requena, Filomena. (1997) Organización escolar y gestión de centros educativos / Filomena García Requena. Aljibe. Málaga.	OBLIGATORIA	35	1	11663
Práctica III - ABP	Cuarto Semestre	Iglesias Díaz, Juan (1993) Didáctica de la enseñanza globalizada. Universidad Austral. Facultad de Filosofía y Humanidades. Chile.	OBLIGATORIA	35	1	3318
Práctica III - ABP	Cuarto Semestre	Juidias Barroso, Jerónimo (1993) El rol docente: un enfoque psicosocial. Muñoz Moya y Montraveta editores de Colombia Ltda., Sevilla.	OBLIGATORIA	35	1	2835
Práctica III - ABP	Cuarto Semestre	Marín Díaz, Verónica. (2009) Las TIC y el desarrollo de las competencias básicas: Una propuesta para educación primaria. MAD, S.L. Alcalá de Guadaíra, Sevilla.	OBLIGATORIA	35	1	23970
Práctica III - ABP	Cuarto Semestre	Hurtado Canales, Guillermo. (2001) Elementos de ética profesional. [s.l.]	OBLIGATORIA	35	17	16485
Detección y prevención de dificultades en el aprendizaje	Quinto Semestre	Labinowicz, E. “Introducción a Piaget, Pensamiento, Aprendizaje, Enseñanza”. Ediciones Fondo Educativo Interamericano. México. 1982.	COMPLEMENTARIA	34	13	1253
Detección y prevención de dificultades en el aprendizaje	Quinto Semestre	"Rondal, J. ""Trastornos del lenguaje"", Editorial Paidós Ibérica. Barcelona, España. 1988. Colección General"	COMPLEMENTARIA	34	3	13146
Didáctica de la Lectura y Escritura Inicial	Quinto Semestre	Condemarín, M. (2005). Estrategias para la enseñanza de la lectura.	OBLIGATORIA	34	3	25850
Didáctica de la Lectura y Escritura Inicial	Quinto Semestre	Condemarín, M. y Allende F. (2006). La lectura: teoría, evaluación y desarrollo. Editorial Andrés Bello. Chile.	OBLIGATORIA	34	1	22649
Didáctica de la Lectura y Escritura Inicial	Quinto Semestre	Condemarín, M. Chadwick W y Milicic N. (2007). Madurez Escolar: manual de evaluación y desarrollo de las funciones básicas para el aprendizaje escolar. Editorial Andrés Bello. Chile.	OBLIGATORIA	34	12	22505-2323
Didáctica de la Lectura y Escritura Inicial	Quinto Semestre	Condemarín, M. (2009). Lectura correctiva y remedial. Editorial Andrés Bello. Chile.	OBLIGATORIA	34	2	22365-10411
Didáctica de la Lectura y Escritura Inicial	Quinto Semestre	Jimenez, J. y Ortizm, M. (2007). Conciencia fonológica y aprendizaje de la lectura: teoría, evaluación e intervención. Madrid.	OBLIGATORIA	34	1	22412
Didáctica de la Lectura y Escritura Inicial	Quinto Semestre	Solís, M. (2016). Enseñar a leer y escribir en educación inicial.	OBLIGATORIA	34	0	
Didáctica de la Lectura y Escritura Inicial	Quinto Semestre	López jiménez , S. (2015) La escritura: cómo conseguir un buen grafismo. Prevención y atención de sus dificultades en el aula	OBLIGATORIA	34	0	
Didáctica de la Lectura y Escritura Inicial	Quinto Semestre	Ferreiro, E. (2014), El Iingreso a la escritura y a las culturas de lo escrito, España, siglo XXI	OBLIGATORIA	34	0	
Taller de Desarrollo Personal y Profesional II	Quinto semestre	Novara, D., & Passerini, E. (2005). Educación socioafectiva: 150 actividades para conocerse, comunicarse y aprender de los conflictos (Vol. 7). Narcea Ediciones.	OBLIGATORIA	30	1	22635
Taller de Desarrollo Personal y Profesional II	Quinto semestre	Adam, E. et al. (2007). Emociones y educación. Qué son y cómo intervenir desde la escuela (2ª edición). Barcelona: Graó.	OBLIGATORIA	30	1	21985
Taller de Desarrollo Personal y Profesional II	Quinto semestre	Bisquerra, R., Pérez-González, J. C., & García Navarro, E. (2015). Inteligencia emocional en educación. Madrid: Síntesis.	OBLIGATORIA	30	2	25923
Taller de Desarrollo Personal y Profesional II	Quinto semestre	Bisquerra, R. (2008). Educación para la ciudadanía. El enfoque de las competencias emocionales.	OBLIGATORIA	30	3	26148
Taller de Desarrollo Personal y Profesional II	Quinto semestre	Rulicki, S., & Cherny, M. (2012). CNV comunicación no-verbal: cómo la inteligencia emocional se expresa a tráves de los gestos. Ediciones Granica SA.	OBLIGATORIA	30	3	22758
Taller de Desarrollo Personal y Profesional II	Quinto semestre	Stevens, J. O. (1971). El darse cuenta: sentir, imaginar, vivenciar: ejercicios y experimentos en terapia gestáltica. In El darse cuenta: sentir, imaginar, vivenciar: ejercicios y experimentos en terapia gestáltica (pp. 335-p).	OBLIGATORIA	30	4	25111-8967
Taller de Desarrollo Personal y Profesional II	Quinto semestre	Milicic, N. (2001). Creo en ti: La construcción de la autoestima en el contexto escolar Programa de mejoramiento de la calidad de las escuelas básicas de sectores pobres. Santiago: Dolmen Educación.	OBLIGATORIA	30	2	22502-16049
Taller de Desarrollo Personal y Profesional II	Quinto semestre	Segal, J. (1998). Su inteligencia emocional: Aprenda a incrementarla y a usarla. Barcelona: Grijalbo.	OBLIGATORIA	30	1	9967
Taller de Desarrollo Personal y Profesional II	Quinto semestre	CPEIP, M. (2008). Marco para la Buena Enseñanza. Santiago: Maval Limitada.	COMPLEMENTARIA	30	0	
Optativo I:Preparando un Ensayo	Quinto Semestre	Ferreiro, E y Gómez, M., (2002), Nuevas Perspectivas sobre los Procesos de Lectura y Escritura, Edit. Siglo XXI, México.	OBLIGATORIA	15	0	
Optativo I:Preparando un Ensayo	Quinto Semestre	Vivaldi, M., (2006), Curso de Redacción: Teoría y Práctica de la Composición y del Estilo.     Thompson – Paraninfo, Madrid.	OBLIGATORIA	15	4	21511
Optativo I:Preparando un Ensayo	Quinto Semestre	Rodríguez, G., (1983), Didáctica de la Lengua Materna. Universidad Austral de Chile, Valdivia	OBLIGATORIA	15	4	1465-1722
Optativo I:Preparando un Ensayo	Quinto Semestre	Cuervo, R.J., (1998), Diccionario de Construcción y Régimen de la Lengua Castellana.  Herder, Barcelona.	OBLIGATORIA	15	8	12093
Optativo I:Preparando un Ensayo	Quinto Semestre	Fuentes, J. L., (2001), Gramática Moderna de la Lengua Española, 10ª edic., M. Fernández y Cía., S.A., Madrid.	OBLIGATORIA	15	1	4382
Optativo I:Preparando un Ensayo	Quinto Semestre	Ortega y Gasset, José (1954) Diccionario de ensayistas, Madrid	COMPLEMENTARIA	15	0	
Optativo I:Preparando un Ensayo	Quinto Semestre	De Unamuno, Miguel. Del sentimiento trágico de la vida (1913) Madrid	COMPLEMENTARIA	15	0	
Literatura Contemporánea	Quinto Semestre	Sánchez, J (2000). Informática Educativa. Santiago: Editorial Universitaria.	OBLIGATORIA	35	1	15779
Literatura Contemporánea	Quinto Semestre	Cortazar, Julio:”Final del Juego”; Buenos Aires Editorial Planeta 1986	OBLIGATORIA	35	2	3552
Literatura Contemporánea	Quinto Semestre	Neruda, Pablo: “Antología esencial”;Buenos Aires Losada 1971	OBLIGATORIA	35	1	3453
Literatura Contemporánea	Quinto Semestre	Rulfo Juan “El llano en llamas”. México: Fondo de Cultura Económica, 1969	OBLIGATORIA	35	1	3159
Literatura Contemporánea	Quinto Semestre	Huidobro Vicente:” Antología Poética”	OBLIGATORIA	35	1	14184
Literatura Contemporánea	Quinto Semestre	Boggino, N. (2006). Cómo Elaborar mapas Conceptuales -Aprendizaje significativo y globalizado. Rosario: Homo Sapiens Ediciones	COMPLEMENTARIA	35	5	21018
Fundamento de la investigación científica	Quinto semestre	Marx Wartofsrky (1973) Introducción a la filosofía de la ciencia. Madrid: Alianza.	OBLIGATORIA	35	1	2957
Fundamento de la investigación científica	Quinto semestre	Armando Asti Vera Metodología de la investigación	OBLIGATORIA	35	5	3895
Fundamento de la investigación científica	Quinto semestre	Roberto Hernández Sampieri, Carlos Fernández Collado, Pilar Baptista Lucio Hernández Sampieri, Roberto, Baptista Lucio, Pilar, Fernández Collado, Carlos (1991) Metodología de la investigación	OBLIGATORIA	35	34	5098-22516-25115-25859-28759
Fundamento de la investigación científica	Quinto semestre	Técnicas cualitativas de investigación social : reflexión metodológica y práctica profesional 1999 Por Valles, Miguel S.	OBLIGATORIA	35	8	14923
Fundamento de la investigación científica	Quinto semestre	Introducción al pensamiento complejo / Edgar Morin	OBLIGATORIA	35	24	26526
Fundamento de la investigación científica	Quinto semestre	Bunge, M. (1967). La investigación científica. Barcelona: Editorial Ariel. (Capítulo 1)	OBLIGATORIA	35	8	24837-2921
Fundamento de la investigación científica	Quinto semestre	Bunge, M. (1978). La ciencia: su método y su filosofía. Buenos Aires: Edic. Siglo XX. Pág. 9-68.	OBLIGATORIA	35	8	2939
Fundamento de la investigación científica	Quinto semestre	Boggino, N. (2006). Cómo Elaborar mapas Conceptuales -Aprendizaje significativo y globalizado. Rosario: Homo Sapiens Ediciones.	COMPLEMENTARIA	35	5	21018
Fundamento de la investigación científica	Quinto semestre	Rodríguez, G.; Gil, J. y García, E. (1996). Tradición y enfoques en la investigación cualitativa. México: Ediciones Aljibe, S. L. (Capítulo 2, 3 y 4)	COMPLEMENTARIA	35	0	
Fundamento de la investigación científica	Quinto semestre	Sobre un concepto histórico de ciencia: De la epistemología actual a la dialéctica / Carlos Pérez Soto	COMPLEMENTARIA	35	10	26349-15808
Fundamento de la investigación científica	Quinto semestre	León, O. E Montero, I. (1993). Diseños de investigaciones. España: McGraw-Hill. (Capítulo 4, 5, 6, 7, 8 y 9)	COMPLEMENTARIA	35	0	
Optativo I: La Música en el Curriculum Nacional	Quinto semestre	Massara Kurtz, Celia. Disfrutar haciendo música. Madrid, España. Narcea 1996.	OBLIGATORIA	35	2	13026
Práctica IV ABP	Quinto semestre	Pruzzo de Di Pego, Vilma.(2002)La transformación de la formación docente : desde las tradicionales prácticas a las nuevas ayudantías.Buenos Aires : Espacio.	OBLIGATORIA	35	2	22339
Práctica IV ABP	Quinto semestre	Hurtado Canales, Guillermo.(2001) Elementos de ética profesional. [s.l.] : [s.n.].	OBLIGATORIA	35	17	16485
Práctica IV ABP	Quinto semestre	Cebrián de la Serna, Manuel.(2005) Tecnologías de la información y comunicación para la formación de docentes. Pirámide. Madrid.	COMPLEMENTARIA	35	1	21351
Práctica IV ABP	Quinto semestre	Da Costa Leiva, Miguel. Introducción a la ética profesional / Miguel Da Costa Leiva(1998) Universidad de Concepción. Chile.	COMPLEMENTARIA	35	1	13990
Práctica IV ABP	Quinto semestre	Bloom, Benjamín S.(1974) Taxonomía de los objetivos de la educación : la clasificación de las metas educacionales. El Ateneo. Buenos Aires.	COMPLEMENTARIA	35	5	1288
Práctica IV ABP	Quinto semestre	Marín Díaz, Verónica.(2009).Las TIC y el desarrollo de las competencias básicas : Una propuesta para educación primaria. Alcalá de Guadaíra	COMPLEMENTARIA	35	1	23970
Práctica IV ABP	Quinto semestre	Iglesias Díaz, Juan.(1993) Didáctica de la enseñanza globalizada. Universidad Austral. Facultad de Filosofía y Humanidades. Chile.	COMPLEMENTARIA	35	1	3318
Lenguaje y su Didáctica para tercero y cuarto básico	Sexto  Semestre	Cassany, D. (2003)  Enseñar lengua	OBLIGATORIA	34	1	14244
Lenguaje y su Didáctica para tercero y cuarto básico	Sexto  Semestre	Marchant T, R. I. (2017). Pruebas de Dominio Lector, Fundación Educacional Arauco. Santiago, Chile: Ediciones UC.	OBLIGATORIA	34	5	25701
Lenguaje y su Didáctica para tercero y cuarto básico	Sexto  Semestre	Meneses, E. H. (2018). Gramática para Profesores. Santiago, Chile: Ediciones UC.	OBLIGATORIA	34	4	27189
Lenguaje y su Didáctica para tercero y cuarto básico	Sexto  Semestre	Bermeosolo, J. (2016). Psicología del Lenguaje. Santiago, Chile: Ediciones UC.	OBLIGATORIA	34	5	25698
Didactica ciencia I	Sexto  Semestre	Chang de Quimica	OBLIGATORIA	30	62	6995-26597-28897
Taller Portafolio III	Sexto semestre	Gallego, R. (1998) Discurso constructivista sobre las tecnologías. Cooperativa Editorial Magisterio  Bogotá.	OBLIGATORIA		3	20957-12519
Taller Portafolio III	Sexto semestre	Tobon, S. (2006) Competencias en la educación superior : Políticas hacia la calidad, Ecoe Ediciones  Bogotá	OBLIGATORIA		1	23821
Taller Portafolio III	Sexto semestre	Antunes, C. (2006) Cómo desarrollar las competencias en clase. Editorial Sb, reimp. Argentina	OBLIGATORIA		1	21636
Taller Portafolio III	Sexto semestre	García, Ana & otros (2007) Aprendizaje basado en competencias : una propuesta para la evaluación de las competencias Ediciones Mensajero : Universidad de Deusto, Bilbao	COMPLEMENTARIA		1	20869
Práctica V – ABP	Sexto semestre	Bloom, Benjamín S. (1974) Taxonomía de los objetivos de la educación: la clasificación de las metas educacionales. El Ateneo. Buenos Aires.	OBLIGATORIA	35	5	1288
Práctica V – ABP	Sexto semestre	Cebrián de la Serna, Manuel. (2005) Tecnologías de la información y comunicación para la formación de docentes. Pirámide. Madrid.	OBLIGATORIA	35	1	21351
Práctica V – ABP	Sexto semestre	Da Costa Leiva, Miguel. (1998) Introducción a la ética profesional. Universidad de Concepción. Chile.	OBLIGATORIA	35	1	13990
Práctica V – ABP	Sexto semestre	Gairín Sallán, Joaquín (1996) La organización escolar: Contexto y texto de actuación. La Muralla. Madrid	OBLIGATORIA	35	1	11177
Práctica V – ABP	Sexto semestre	García Requena, Filomena. (1997) Organización escolar y gestión de centros educativos / Filomena García Requena. Aljibe. Málaga	OBLIGATORIA	35	1	11663
Práctica V – ABP	Sexto semestre	Hurtado Canales, Guillermo. (2001) Elementos de ética profesional. [s.l.] : [s.n.]	OBLIGATORIA	35	17	16485
Práctica V – ABP	Sexto semestre	Iglesias Díaz, Juan (1993) Didáctica de la enseñanza globalizada. Universidad Austral. Facultad de Filosofía y Humanidades. Chile.	OBLIGATORIA	35	1	3318
Práctica V – ABP	Sexto semestre	Juidias Barroso, Jerónimo (1993) El rol docente: un enfoque psicosocial. Muñoz Moya y Montraveta editores de Colombia Ltda., Sevilla	OBLIGATORIA	35	1	2835
Práctica V – ABP	Sexto semestre	Marín Díaz, Verónica. (2009) Las TIC y el desarrollo de las competencias básicas: Una propuesta para educación primaria. MAD, S.L. Alcalá de Guadaíra, Sevilla.	OBLIGATORIA	35	1	23970
Metodología de la investigación educativa	Sexto semestre	Delgado, J. (1995), Métodos y Técnicas Cualitativas de Investigación en Ciencias Sociales; Editorial Síntesis S.A, España.	OBLIGATORIA		19	3649
Metodología de la investigación educativa	Sexto semestre	Elliot, J. (1994). La Investigación en educación. Madrid: Ediciones Morata	OBLIGATORIA		9	4442
Metodología de la investigación educativa	Sexto semestre	Fernández, A. M. y López, M. (1997). Algunas puntuaciones sobre epistemología y campos de problemáticas en Ciencias Sociales. Veracruz – México.	OBLIGATORIA		0	
Metodología de la investigación educativa	Sexto semestre	Goetz, J. P. Lecompte, M. (1988) Etnografía y diseño cualitativo en investigación educativa. Madrid: Morata.	OBLIGATORIA		5	11706
Metodología de la investigación educativa	Sexto semestre	Guilford, J.P. & Fruchter, B. Estadística aplicada a la psicología y a la educación. Bogotá. Editorial Mc Graw Hill Latinoamericana S.A.	COMPLEMENTARIA		8	1754
Metodología de la investigación educativa	Sexto semestre	Hernández Sampieri, R. y otros (1998) Metodología de la investigación. McGraw-Hill Interamericana editores S. A.	OBLIGATORIA		34	5098-22516-25115-25859-28759
Metodología de la investigación educativa	Sexto semestre	Kemmis S., Mctaggart R. (1988). ¿Cómo planificar la investigación Acción. Barcelona: Laertes.	COMPLEMENTARIA		0	
Metodología de la investigación educativa	Sexto semestre	Pérez Serrano, Gloria (1998), Metodología de la Investigación Cualitativa, Retos e Interrogantes, Tomo I y II.	COMPLEMENTARIA		16	11598
Metodología de la investigación educativa	Sexto semestre	Pérez, C. (2001). Técnicas de Estadísticas con SPSS. Pearson Educación.	COMPLEMENTARIA		0	
Metodología de la investigación educativa	Sexto semestre	Rodríguez, G.; Gil, J. y García, E. (1996). Tradición y enfoques en la investigación cualitativa. México: Ediciones Aljibe, S. L.	COMPLEMENTARIA		0	
Informática educativa para la educación básica	Séptimo semestre	Ilabaca, J. S. (2000). Informática Educativa. Santiago: Editorial Universitaria.	OBLIGATORIA	35	1	15779
Informática educativa para la educación básica	Séptimo semestre	Borrego, C. (1995). Cultura Audiovisual, Cultura Escolar. España: Universidad de Sevilla.	OBLIGATORIA	35	1	17120
Informática educativa para la educación básica	Séptimo semestre	Bartolomé, A. (1999)Nuevas Tecnologías en el Aula, Barcelona: Grao	OBLIGATORIA	35	1	14276
Informática educativa para la educación básica	Séptimo semestre	Boggino, N. (2006). Cómo Elaborar mapas Conceptuales -Aprendizaje significativo y globalizado. Rosario: Homo Sapiens Ediciones	COMPLEMENTARIA	35	5	21018
Didactica ciencia II	Séptimo semestre	Chang de Química	OBLIGATORIA	35	62	6995-26597-28897
Taller de Desarrollo Personal y Profesional III	Septimo semestre	Albert, L., & Simon, P. (1979). Las relaciones interpersonales: manual del animador.	OBLIGATORIA	35	1	13072
Taller de Desarrollo Personal y Profesional III	Septimo semestre	López, A., Parada, A., & Simonetti, F. (1995). Introducción a la psicología de la comunicación: textos y ejercicios. Universidad católica de Chile.	OBLIGATORIA	35	4	2868
Taller de Desarrollo Personal y Profesional III	Septimo semestre	Novara, D., & Passerini, E. (2005). Educación socioafectiva: 150 actividades para conocerse, comunicarse y aprender de los conflictos (Vol. 7). Narcea Ediciones.	OBLIGATORIA	35	1	22635
Taller de Desarrollo Personal y Profesional III	Septimo semestre	Goleman, D. (1996). La inteligencia emocional. Buenos Aires: Javier Vergara Editor. Locke, EA (1984). Job satisfaction. Social Psychology and Organizational Behavior, 93-117.	OBLIGATORIA	35	4	9007-21107
Taller de Desarrollo Personal y Profesional III	Septimo semestre	Segal, J. (1998). Su inteligencia emocional: Aprenda a incrementarla y a usarla. Barcelona: Grijalbo.	OBLIGATORIA	35	1	9967
Taller de Desarrollo Personal y Profesional III	Septimo semestre	Rulicki, S., & Cherny, M. (2012). CNV comunicación no-verbal: cómo la inteligencia emocional se expresa a tráves de los gestos. Ediciones Granica SA.	OBLIGATORIA	35	3	22758
Taller de Desarrollo Personal y Profesional III	Septimo semestre	Steiner, V. y Perry, R. (1998). La educación emocional. Buenos Aires: Javier Vergara Editor. 	OBLIGATORIA	35	1	11153
Taller de Desarrollo Personal y Profesional III	Septimo semestre	Stevens, J. O. (1971). El darse cuenta: sentir, imaginar, vivenciar: ejercicios y experimentos en terapia gestáltica. In El darse cuenta: sentir, imaginar, vivenciar: ejercicios y experimentos en terapia gestáltica (pp. 335-p).	OBLIGATORIA	35	3	8967-25111
Optativo III: Taller “Preparando Material Educativo”	Séptimo semestre	Ilabaca, J. S. (2000). Informática Educativa. Santiago: Editorial Universitaria.	OBLIGATORIA	35	1	15779
Optativo III: Taller “Preparando Material Educativo”	Séptimo semestre	Borrego, C. (1995). Cultura Audiovisual, Cultura Escolar. España: Universidad de Sevilla.	OBLIGATORIA	35	1	17120
Optativo III: Taller “Preparando Material Educativo”	Séptimo semestre	Bartolomé, A. (1999)Nuevas Tecnologías en el Aula, Barcelona: Grao	OBLIGATORIA	35	1	14228
Optativo III: Taller “Preparando Material Educativo”	Séptimo semestre	Boggino, N. (2006). Cómo Elaborar mapas Conceptuales -Aprendizaje significativo y globalizado. Rosario: Homo Sapiens Ediciones	COMPLEMENTARIA	35	5	21018
Didáctica de las Ciencias Sociales II	Séptimo semestre	Camilloni, A (1998) Pensar, descubrir y aprende: propuesta didáctica y actividades para las ciencias sociales. Madrid: Editorial Aique.	OBLIGATORIA	35	1	16380
